703 1 40 1 40
704 1 40 1 89
705 10 1454 10 1739
706 0 0 0 0
707 2 825 2 80
708 1 40 1 220
709 0 0 0 0
710 0 0 0 0
711 0 0 0 0
712 1 40 1 91
713 9 1356 9 460
714 4 711 4 962
715 2 80 2 80
716 1 40 1 89
717 1 40 1 90
718 0 0 0 0
719 1 40 1 40
720 0 0 0 0
721 2 80 2 130
722 0 0 0 0
723 2 80 2 130
724 2 112 2 108
725 1 40 1 334
726 1 40 1 89
727 0 0 0 0
728 0 0 0 0
729 0 0 0 0
730 0 0 0 0
731 2 80 2 314
732 1 40 1 90
733 0 0 0 0
734 0 0 0 0
735 11 1509 11 1685
736 1 40 1 160
737 9 2441 9 930
738 3 120 4 2617
739 0 0 0 0
740 3 1566 3 240
741 1 40 1 90
742 2 80 2 129
743 9 2045 9 603
744 2 80 2 690
745 0 0 0 0
746 2 112 2 108
747 1 40 1 90
748 1 40 1 40
749 0 0 0 0
750 0 0 0 0
751 4 1551 4 330
752 3 506 3 342
753 5 384 6 2289
754 3 2335 3 239
755 3 568 3 170
756 1 40 1 159
757 2 112 2 108
758 1 40 1 140
759 0 0 0 0
760 3 120 3 170
761 0 0 0 0
762 0 0 0 0
763 0 0 0 0
764 2 80 2 130
765 7 746 7 1496
766 1 40 1 40
767 1 40 1 90
768 3 152 3 148
769 0 0 0 0
770 1 40 1 90
771 0 0 0 0
772 0 0 0 0
773 4 878 4 206
774 3 1822 3 840
775 5 413 5 416
776 4 608 4 451
777 0 0 0 0
778 5 1949 5 958
779 5 752 5 404
780 0 0 0 0
781 12 6255 12 674
782 4 376 4 364
783 4 373 4 401
784 7 2206 7 507
785 4 373 4 489
786 3 333 3 273
787 8 3713 8 496
788 8 1024 7 959
789 9 6353 9 658
790 13 2582 13 4309
791 0 0 0 0
792 0 0 0 0
793 1 40 1 40
794 0 0 0 0
795 0 0 0 0
796 0 0 0 0
797 3 421 3 240
798 2 80 2 143
799 0 0 0 0
800 0 0 0 0
801 4 192 4 212
802 0 0 0 0
803 0 0 0 0
804 3 633 3 240
805 2 80 2 80
806 0 0 0 0
807 0 0 0 0
808 0 0 0 0
809 1 40 1 40
810 0 0 0 0
811 2 80 2 80
812 44 5681 48 23496
813 1 40 1 40
814 15 1926 15 8496
815 0 0 0 0
816 0 0 0 0
817 1 40 1 586
818 0 0 0 0
819 5 242 7 406
820 0 0 0 0
821 0 0 0 0
822 0 0 0 0
823 2 112 2 108
824 0 0 0 0
825 0 0 0 0
826 0 0 0 0
827 0 0 0 0
828 0 0 0 0
829 0 0 0 0
830 0 0 0 0
831 0 0 0 0
832 1 40 1 40
833 0 0 0 0
834 2 112 2 108
835 0 0 0 0
836 1 40 1 40
837 0 0 0 0
838 1 40 1 40
839 0 0 0 0
840 0 0 0 0
841 0 0 0 0
